id	id
61	61
61	4584
61	61
61	4584
61	61
61	4584
61	6413
61	9456
61	10010
61	10083
61	10689
62	62
62	62
62	706
62	62
62	62
63	63
63	2411
63	3777
63	4414
63	5220
63	7066
63	8201
64	64
64	6828
64	6858
64	8544
64	13103
64	13893
64	14215
64	14447
64	64
64	6828
64	6858
64	7127
64	14215
64	64
64	7917
64	8344
65	65
65	65
65	429
65	4641
65	8647
65	65
65	429
65	2750
65	8647
65	15051
65	65
65	429
65	4641
65	8647
66	66
66	4743
66	10363
66	66
66	756
66	2909
66	7788
66	66
66	14575
66	66
66	10363
66	66
66	12926
66	66
66	13486
66	13807
66	66
66	756
66	2909
66	7788
67	67
67	287
67	297
67	5191
67	7168
67	8403
67	13196
67	14766
67	58
67	67
67	125
67	287
67	290
67	297
67	2786
67	5191
67	7168
67	8403
67	14766
67	67
67	5233
67	13842
67	67
67	13702
67	67
67	6976
67	12990
67	13709
67	67
67	287
67	6174
67	67
67	287
67	297
67	7168
67	13196
67	67
67	6858
67	67
67	2786
67	7168
67	8616
67	67
67	6858
67	6911
67	67
67	7693
67	67
67	13702
67	58
67	67
67	287
67	290
67	297
67	2201
67	5191
67	7168
67	8403
67	13196
67	14766
67	67
67	7693
67	67
67	991
67	2276
67	3434
67	3454
67	3615
67	3914
67	5164
67	5604
67	6858
67	8124
67	8614
67	10588
67	10778
67	14728
67	67
67	125
67	6512
67	6858
67	9992
67	67
67	137
67	7693
67	11864
67	14958
67	15152
67	67
67	7917
67	13842
67	14666
67	67
67	389
67	5233
67	67
67	13842
67	14666
67	67
67	13842
67	14666
67	67
67	2786
67	5970
67	11410
67	67
67	315
67	6858
67	67
67	2786
67	7168
67	8616
67	67
67	6858
67	14215
67	67
67	2276
67	3434
67	5604
67	8124
67	8614
67	13702
67	14297
67	67
67	764
67	3434
67	5604
67	7693
67	8614
67	13702
67	13816
67	67
67	5233
67	67
67	5233
67	67
67	4700
67	5233
67	67
67	5075
67	6858
67	8614
67	14832
67	67
67	121
67	4700
67	5233
67	6512
67	8401
67	67
67	5233
67	67
67	5075
67	5233
67	5343
67	7820
67	8582
67	13842
67	13967
67	14407
67	67
67	5233
67	67
67	5233
67	7693
67	13702
67	67
67	5233
67	7693
67	13702
67	67
67	5075
67	6174
67	6858
67	8614
67	13702
67	67
67	7693
67	67
67	13702
67	67
67	7693
67	67
67	389
67	5233
67	13702
67	67
67	13842
67	14666
67	67
67	2276
67	5164
67	8249
67	8614
67	13702
67	67
67	5147
67	6700
67	7693
67	9132
67	67
67	447
67	5604
67	6858
67	7693
67	8614
68	68
68	1204
69	69
69	2871
69	4324
69	6016
69	6396
69	6397
69	7258
70	70
70	1030
70	1031
70	3516
70	5076
70	6221
71	71
71	2568
71	13820
71	71
71	2568
71	13820
72	72
72	158
72	2916
72	2961
73	73
73	2194
73	2424
73	5198
73	6024
73	73
73	73
73	2194
73	5198
73	73
73	2194
73	73
73	4962
74	74
74	4287
76	76
76	1847
76	76
76	1847
76	76
76	115
76	76
76	161
77	77
77	415
77	1303
77	1707
77	77
77	1707
77	12045
77	12108
78	78
78	8472
78	14722
78	78
78	1604
78	6523
78	8159
78	8437
78	78
78	2359
78	3750
78	14722
78	78
78	1604
78	6523
78	8159
78	8437
78	78
78	78
78	139
78	728
78	1767
78	3750
78	14722
78	78
78	10210
78	10920
78	15386
79	79
79	4123
79	7670
79	9107
80	80
80	2430
80	80
80	8756
81	81
81	1961
82	82
82	82
82	82
82	211
82	5449
82	82
82	5449
82	6430
82	82
82	82
82	10409
82	82
82	211
82	5449
82	82
82	3380
82	7853
82	82
82	3380
82	7853
82	82
82	3380
82	7853
82	11622
82	82
82	3380
82	7853
82	82
82	5449
82	13268
82	13294
82	82
82	3380
82	7853
83	83
83	1377
83	3434
83	3454
83	11256
83	14145
83	83
83	1377
83	3454
84	84
84	4875
84	8128
84	84
84	4875
84	84
84	4875
84	84
84	8805
85	85
85	2989
85	2990
85	8850
86	86
86	102
86	3654
86	3989
86	5959
86	9116
86	10117
86	10572
86	11270
86	86
86	3294
86	5796
86	86
86	1924
86	3318
86	5565
86	5796
86	7886
86	9116
86	86
86	1924
86	9116
87	87
87	10114
87	87
87	5426
87	7325
87	8942
87	87
87	323
87	853
87	5436
87	6664
87	7930
88	88
88	278
88	4872
88	5428
88	6694
88	88
88	6227
88	7391
89	89
90	90
90	3631
91	91
91	2640
91	9256
91	91
91	994
91	1968
91	2929
91	3287
91	3291
91	3350
91	4683
91	91
91	669
91	712
91	791
91	994
91	1968
91	2043
91	2838
91	3291
91	3350
91	6746
91	10717
91	91
91	1968
91	2043
91	3291
91	3350
91	6746
91	91
91	150
91	994
91	1141
91	2290
91	2557
91	7814
91	7949
91	12835
91	91
91	1968
91	2043
91	3291
91	3350
91	6746
92	92
92	1186
92	92
92	1186
94	94
94	12658
94	94
94	2507
94	9071
94	9170
94	94
94	3163
94	94
94	3862
94	94
94	299
94	2072
94	5282
94	5800
94	8030
94	8394
94	12658
94	94
94	3163
94	4131
94	8030
95	95
95	3856
95	5662
95	9061
95	95
95	3856
96	96
96	701
96	4704
96	5333
96	6974
97	97
97	97
97	3992
97	97
97	5807
98	98
98	2534
98	3567
98	98
98	2534
98	3567
98	3991
98	7643
98	98
98	5731
98	7198
98	9459
98	98
98	3600
98	3988
98	4454
98	5782
98	11811
98	11827
98	98
98	3567
98	4697
98	9459
99	99
99	961
99	99
99	961
100	100
100	6016
100	7306
100	7938
101	101
101	2019
101	6785
102	102
102	8031
102	102
102	2493
102	10946
102	86
102	102
102	3654
102	3989
102	5959
102	9116
102	10117
102	10572
102	11270
103	103
103	7894
103	8735
103	103
103	5784
103	6116
103	7894
103	9055
103	103
103	156
103	3900
103	9067
103	9151
103	103
103	1929
103	2333
103	3586
103	6319
103	7482
103	7894
103	8735
103	103
103	3586
103	7894
104	104
104	191
104	267
104	3918
104	104
104	4304
104	14889
104	14890
105	105
105	3881
105	7888
106	106
106	108
107	107
107	2436
107	3363
107	4517
108	106
108	108
109	109
109	8043
109	109
109	8043
109	9220
110	110
110	1760
111	111
111	7149
112	112
112	9321
112	112
112	2378
112	2445
112	3157
112	4657
112	5342
112	6259
112	6990
112	7686
112	8202
112	8719
112	8977
112	112
112	4221
112	112
112	6259
112	112
112	347
112	3458
112	112
112	4221
113	113
113	113
113	113
113	113
114	114
114	2194
115	76
115	115
116	116
116	1274
116	3134
116	4425
116	4921
116	5804
116	5904
116	6686
116	8065
116	8214
116	8845
116	116
116	1274
116	3134
116	4425
116	4921
116	5804
116	6686
116	8065
116	8214
116	8845
117	117
117	3539
117	11967
117	117
117	3539
117	117
117	3539
117	117
117	3539
118	118
118	3184
119	119
120	120
120	5646
121	67
121	121
121	4700
121	5233
121	6512
121	8401
122	122
122	588
122	1613
122	6034
122	6251
122	7116
122	7273
122	8888
123	123
123	3377
123	8716
124	124
124	3532
124	124
124	3532
125	58
125	67
125	125
125	287
125	290
125	297
125	2786
125	5191
125	7168
125	8403
125	14766
125	125
125	236
125	290
125	2201
125	14766
125	67
125	125
125	6512
125	6858
125	9992
125	125
125	259
125	319
125	2786
125	7168
126	126
126	4922
126	7683
128	128
128	308
128	128
128	308
128	6127
128	13363
129	129
129	4246
129	6547
130	130
130	1996
130	4019
130	130
130	3012
130	130
130	130
130	130
130	2926
130	8216
130	13077
130	130
130	499
130	3009
130	130
130	2926
130	3012
131	131
131	654
131	6415
131	7305
131	7876
131	8631
132	132
132	2458
132	5456
132	5914
132	6441
132	6774
133	133
133	5086
133	6796
133	133
133	5086
133	6796
133	133
133	2140
133	4161
133	6796
133	133
133	3229
133	133
133	2140
133	4161
133	6531
133	133
133	2983
133	5453
133	6435
133	6558
133	7601
133	133
133	500
133	2140
133	4935
133	6345
133	6435
133	6531
133	6796
133	133
133	500
133	12228
133	133
133	5086
133	6796
133	133
133	6531
134	134
134	4165
134	134
134	4165
134	134
134	4165
135	135
135	6516
135	7142
135	7778
135	135
135	7778
135	7779
135	9719
135	11120
135	135
135	2847
135	6516
135	8405
135	8567
135	135
135	2926
135	12937
135	14318
135	135
135	7778
135	7779
135	8042
135	11297
135	11592
135	14901
135	14997
135	15052
135	15308
136	136
136	2205
136	2997
136	3414
136	136
136	615
136	2997
136	3166
136	13184
136	14146
136	14463
137	137
137	1383
137	13900
137	14210
137	14958
137	15152
137	137
137	1383
137	14958
137	67
137	137
137	7693
137	11864
137	14958
137	15152
137	137
137	11721
137	14958
137	137
137	1086
137	6114
137	7025
137	137
137	2488
137	14215
137	137
137	629
137	10718
137	137
137	1086
137	6114
137	7025
138	138
138	1185
138	5397
138	138
138	1185
138	5397
138	138
138	1185
138	5397
139	78
139	139
139	728
139	1767
139	3750
139	14722
140	140
140	140
140	7794
140	140
140	7794
140	140
140	2261
140	7794
140	140
140	13154
141	141
141	2249
141	9546
141	9856
141	13893
141	14215
141	141
141	2094
141	2276
141	5152
141	14891
141	15155
142	142
142	2979
142	4054
142	142
142	2464
142	2979
142	4054
142	4586
142	4714
142	142
142	4432
142	142
142	6681
142	142
142	901
142	7120
142	142
142	2824
142	142
142	4586
142	9140
142	142
142	4432
142	142
142	2909
142	5384
142	7249
142	142
142	6681
143	143
143	5451
143	7794
143	8293
144	144
144	14662
144	15539
144	15638
144	144
144	14662
144	15638
144	144
144	13043
144	144
144	7328
144	13043
144	13194
144	49
144	144
144	2639
144	4543
144	9888
144	13043
144	13194
144	14662
144	144
144	1562
144	13910
144	14662
144	144
144	1562
144	2023
144	14662
144	49
144	144
144	10294
144	11887
144	13043
144	13178
144	13910
144	14662
144	15539
144	15605
144	15638
144	49
144	144
144	941
144	4713
144	5893
144	5926
144	7381
144	8631
144	8656
144	10044
144	13178
144	14615
144	15484
144	15570
144	144
144	11887
144	13178
144	14662
145	145
145	6860
145	11767
145	13400
145	14824
145	145
145	3703
145	6860
145	145
145	4430
145	5050
145	5587
145	6860
145	145
145	5587
145	6881
145	145
145	5587
145	6860
145	145
145	5587
145	14275
146	146
146	2932
146	3487
146	9353
147	147
147	5614
147	6486
148	148
148	3803
148	5384
148	6240
148	7435
149	149
149	1873
149	3139
149	3590
149	4805
149	5355
149	9143
150	150
150	2722
150	7949
150	150
150	3309
150	150
150	7299
150	150
150	7299
150	150
150	150
150	150
150	7299
150	150
150	150
150	2290
150	150
150	7299
150	150
150	3209
150	150
150	7299
150	150
150	6390
150	150
150	3209
150	150
150	7949
150	10126
150	13361
150	150
150	1141
150	2290
150	2557
150	3832
150	7949
150	8086
150	150
150	669
150	12300
150	91
150	150
150	994
150	1141
150	2290
150	2557
150	7814
150	7949
150	12835
150	150
150	5151
150	7949
150	150
150	14504
150	150
150	150
150	150
150	2472
150	150
150	4875
150	150
150	3309
150	150
150	8270
150	150
150	3209
150	150
150	5500
150	6870
150	7544
150	150
150	3209
150	150
150	14504
150	150
150	6390
150	150
150	958
150	1534
150	2040
150	2290
150	2557
150	12835
150	150
150	669
150	2290
150	150
150	2040
150	6610
150	7949
150	8128
150	150
150	7814
150	8128
150	150
150	1141
150	150
150	2040
150	7949
150	15384
150	150
150	2118
150	2722
150	7949
150	150
150	2040
150	5151
150	7949
150	150
150	7949
150	12518
150	150
150	669
150	2557
150	3832
150	7949
150	15384
150	150
150	5151
151	151
151	151
152	152
152	4632
152	152
152	3182
152	3386
152	3475
152	3543
152	4632
152	152
152	3386
152	3475
152	3543
152	6963
152	8779
152	152
152	3475
152	3543
152	6963
153	153
153	3109
153	4237
153	6757
153	6796
153	7260
153	8628
154	154
154	154
154	2990
154	154
154	2990
154	9428
154	154
154	2990
154	10362
154	154
154	2990
154	3669
154	154
154	2988
154	2990
154	3669
155	155
155	1551
155	1890
155	6676
155	8248
155	8878
155	9137
155	10186
155	155
155	1667
155	6676
155	155
155	1890
155	2897
155	6676
156	103
156	156
156	3900
156	9067
156	9151
157	157
158	72
158	158
158	2916
158	2961
158	158
158	3379
158	4958
158	5970
159	159
159	6980
159	7727
159	159
159	2403
159	4939
159	159
159	159
159	2403
159	4939
159	159
160	160
160	6793
160	8349
160	8646
160	11432
160	11562
160	160
160	6793
160	11562
160	160
160	8220
161	76
161	161
162	162
162	6516
162	162
162	6516
163	163
163	584
163	991
163	6999
163	9244
163	163
163	163
163	1084
164	164
164	2488
164	164
164	720
164	164
164	1070
164	13103
164	15153
164	164
164	3311
164	7124
164	164
164	3589
164	164
164	12945
167	167
167	960
167	1739
167	8577
167	167
167	8577
167	13350
168	168
169	169
169	321
169	650
169	3073
169	4496
169	5841
169	6178
169	6519
169	8795
169	14800
169	15083
169	15121
169	169
169	13333
169	14800
169	14810
169	15009
169	15083
169	15309
170	35
170	170
170	2194
171	171
171	6746
171	171
171	407
171	1964
171	171
171	6426
171	11482
171	12175
171	171
171	3835
171	14381
171	171
171	3835
171	14381
171	14836
171	171
171	707
171	850
171	171
171	838
171	1057
171	1881
171	3855
171	3937
171	5021
171	6599
171	6628
171	6746
171	7135
171	13363
171	171
171	407
171	1964
171	171
171	171
171	171
171	1057
171	171
171	171
171	3835
171	14381
171	171
171	3835
171	14381
171	171
171	8449
171	171
171	1057
171	6746
171	13363
171	171
171	1580
171	171
171	171
171	898
171	8977
171	171
171	407
171	1964
171	171
171	1964
171	171
171	1964
171	171
171	3835
171	5147
171	14381
171	171
171	11482
171	12175
171	171
171	3835
171	14381
171	171
171	171
172	172
172	3928
172	4271
173	173
174	174
174	1029
174	2614
174	3057
174	5489
175	175
175	1611
176	176
176	7456
176	7631
176	15313
176	176
176	2890
176	176
176	1195
176	1762
176	2618
176	4321
176	5675
176	6246
176	6640
176	7906
176	8972
176	9106
176	9258
176	9400
176	176
176	3366
176	3779
176	176
176	1383
178	178
178	1020
178	2453
178	4584
178	4722
178	5608
178	6413
178	6611
178	9456
178	9466
178	13812
178	178
178	2453
178	2529
178	2630
178	2817
178	4722
179	12
179	44
179	179
179	5146
179	6921
179	7628
180	180
180	6269
180	6507
180	9438
181	181
181	7054
181	9392
182	182
182	3594
182	182
182	3594
182	3796
182	6040
183	183
183	729
183	2504
183	3148
183	3946
183	5826
183	5916
183	6093
183	8035
184	184
184	3985
184	7103
184	184
184	5983
184	9177
184	184
184	3142
184	5493
184	7664
184	184
184	4140
184	7988
185	185
185	839
185	2271
185	3086
185	185
185	796
185	10481
185	13239
185	13935
185	14062
185	14713
186	186
186	13011
186	186
186	13011
187	187
188	188
188	437
188	1083
188	4924
188	6588
188	9641
188	9959
188	9960
188	10442
188	10708
188	10789
188	11293
188	12368
188	13279
188	13348
188	14079
188	188
188	1083
188	4924
188	8564
188	13011
190	190
190	2041
190	6349
190	6581
191	104
191	191
191	267
191	3918
192	192
192	6845
192	7613
193	193
193	1584
193	2310
193	5111
194	194
194	2606
194	194
194	2606
194	3678
194	194
194	2606
194	194
194	2606
195	195
195	5132
195	6384
196	196
196	5174
196	6937
197	197
197	3165
197	197
197	6973
197	197
197	1674
197	1824
197	13028
197	197
197	6973
198	198
198	3346
198	8640
198	198
198	198
198	198
199	199
199	5411
199	9239
199	199
199	199
199	552
199	199
199	8764
199	199
199	8764
200	200
200	4617
200	4646
201	201
201	828
201	870
201	4814
201	5143
201	6861
201	201
201	15202
201	201
201	8643
201	14746
201	14815
201	14918
201	15024
201	201
201	8643
201	14746
201	14815
201	14918
201	15106
202	202
202	1052
202	7370
202	8313
202	202
202	5325
202	202
202	5519
202	8313
202	12055
202	202
202	5393
202	12055
202	202
202	6109
202	8313
202	202
202	5393
202	7182
202	8181
202	9714
202	202
202	8313
202	8699
202	13980
202	202
202	1052
202	7370
202	8313
202	202
202	202
202	2443
202	202
202	6109
202	8313
202	8323
202	202
202	8313
202	8699
202	202
202	5141
202	12055
202	15264
202	202
202	8313
202	8323
202	202
202	5393
202	7182
202	8181
202	202
202	3629
202	6109
202	10054
202	202
202	5561
202	8313
202	8323
202	9166
202	9884
202	10183
202	10598
202	14242
202	202
202	5393
202	6451
202	202
202	5393
202	5614
202	8181
202	9714
202	11103
202	11147
202	202
202	4182
202	6109
202	8313
202	8323
202	10203
202	10216
202	10454
202	10638
202	14242
202	202
202	6109
202	202
202	8313
202	8323
202	202
202	12055
202	15264
202	202
202	12055
202	15264
202	202
202	6834
202	7752
202	12055
202	15264
202	202
202	12055
202	15264
202	202
202	5293
202	5519
202	202
202	8313
202	8323
202	202
202	952
202	3028
202	5393
202	6451
202	8228
202	8323
202	202
202	8313
202	8323
202	202
202	5393
202	7182
202	8323
202	202
202	8313
202	10183
202	11988
202	202
202	6090
202	8313
202	10762
202	11501
202	13878
202	14364
202	14417
202	202
202	8181
202	14007
202	202
202	14787
202	202
202	11858
202	14671
202	15410
202	202
202	6090
202	8313
202	10762
202	13878
202	14364
202	14417
202	15190
202	15319
203	203
203	4394
203	5098
203	5905
203	7326
203	9253
203	203
203	4394
203	5098
203	7326
204	204
204	570
204	6536
205	205
205	3186
205	3489
205	5946
205	7259
205	8788
205	205
205	3186
205	7074
206	206
206	423
206	1923
206	5889
206	7694
206	8179
206	206
206	1033
206	1923
206	3616
206	3617
206	4339
207	207
207	868
207	7081
208	208
209	209
210	210
211	82
211	211
211	5449
211	82
211	211
211	5449
212	212
212	4639
212	212
212	212
212	9301
212	212
212	707
212	954
212	5852
212	212
212	212
213	213
213	3858
213	3947
213	5794
213	7364
215	215
215	6872
215	215
215	2860
215	6872
215	8628
215	215
215	6872
216	216
216	565
216	216
216	565
216	216
216	565
217	217
217	217
217	2382
217	217
217	2382
217	6706
217	217
217	1839
217	2382
218	218
218	2690
218	5863
219	219
220	220
220	5137
220	7389
221	221
221	1545
221	3000
222	222
222	3835
222	5147
222	8298
222	11482
222	222
222	2585
222	3779
222	8259
222	222
222	2895
222	5147
222	222
223	223
224	224
225	225
225	936
225	8128
225	225
225	936
225	5174
225	14848
226	226
226	4251
226	4476
226	5531
226	6482
226	7522
226	8206
226	8261
227	227
227	1651
227	227
227	5499
227	227
227	11882
227	227
227	5108
227	227
227	2555
227	11882
227	12655
227	227
227	4294
227	5108
227	5272
227	11425
227	11882
227	12576
227	12843
227	227
227	2555
227	227
227	2555
227	227
227	3935
227	6224
227	7114
227	7730
227	7749
227	227
227	3872
227	3935
227	227
227	5108
227	227
227	2555
228	228
228	2480
228	8115
229	229
229	1968
229	2643
229	5634
229	229
229	2449
229	5372
229	8185
229	9183
229	229
229	1968
229	5634
229	5638
230	230
230	8454
230	9376
230	11675
230	230
230	9376
230	9914
230	11260
230	11619
230	11675
230	230
230	9376
231	231
231	602
231	1067
231	1853
231	7516
232	232
232	6331
232	232
232	6305
232	7567
232	232
232	734
232	232
232	801
232	3866
232	7836
232	8595
232	9109
232	15124
233	233
233	1726
233	5577
233	233
233	4344
233	4421
233	6350
233	7660
233	233
233	3730
233	5551
233	5577
234	234
234	15180
234	234
234	15180
234	234
234	294
234	234
234	565
234	15180
234	234
234	10559
234	10933
234	234
234	9021
234	14641
234	234
234	565
235	235
235	4632
235	5419
235	7642
236	125
236	236
236	290
236	2201
236	14766
236	236
236	297
236	2201
236	2786
236	8402
236	14766
237	237
237	3329
238	238
238	283
238	954
238	4197
239	239
239	6312
240	240
240	360
240	8072
240	13347
240	15109
241	241
241	241
241	8656
241	241
241	9880
241	10520
241	241
241	12370
242	242
242	2049
242	4351
242	4598
242	4943
242	6539
243	243
243	1841
243	2642
243	4485
243	6483
243	9926
244	244
244	314
244	6142
246	246
246	6711
246	246
246	1197
246	2835
246	246
246	246
246	3173
246	246
246	2835
246	6117
246	246
246	671
246	2367
246	5379
246	7493
246	246
246	671
246	5379
246	7493
246	246
246	671
246	5379
246	7493
246	246
246	2367
246	4360
246	5379
246	246
246	3062
246	3076
246	6711
246	246
246	8896
246	246
246	246
246	5379
246	246
246	8854
246	246
246	2835
246	6117
246	246
246	6837
246	9260
246	246
246	8193
246	9260
246	246
246	9260
246	246
246	5379
246	246
246	550
246	246
246	2835
246	4556
246	6117
246	246
246	5120
246	246
247	247
247	7091
248	248
248	6663
249	249
249	8244
250	250
250	250
250	2277
250	4527
251	251
251	485
251	3346
251	8359
251	251
251	485
251	3346
251	7798
251	8359
251	251
251	3346
251	251
251	485
251	1654
251	5634
251	5638
251	251
251	485
251	3672
251	5634
251	6513
251	251
251	3672
251	251
251	485
251	1280
251	1968
251	2643
251	5634
251	5638
251	251
251	485
251	3346
251	3635
251	3884
251	8359
251	251
251	485
251	4012
251	251
251	336
251	1639
251	2761
251	2909
251	3660
251	4387
251	5620
251	6861
251	251
251	485
251	3346
251	3635
251	8359
251	251
251	485
251	3346
251	3635
251	8359
251	251
251	485
251	3346
251	3635
251	3884
251	8359
251	251
251	485
251	3346
251	3635
251	3884
251	4012
251	5216
251	5755
251	8359
251	251
251	4012
251	7558
251	8081
251	251
251	4012
251	7558
251	8081
251	251
251	251
251	251
251	251
251	251
251	4291
251	251
251	485
251	1280
251	1968
251	2643
251	5634
251	5638
251	251
251	251
251	251
251	485
251	3346
251	3635
251	3884
251	4012
251	7798
251	8359
251	251
251	6140
251	251
251	485
251	1107
251	3346
251	3635
251	3884
251	4012
251	5216
251	5613
252	252
252	502
252	742
252	1049
252	4220
252	5205
252	8722
253	253
253	7415
254	254
254	5560
254	8217
254	13263
254	254
254	5602
254	8217
254	13263
254	254
254	14350
254	254
254	3306
254	3642
254	7087
254	7098
254	7987
254	254
254	5602
254	8217
254	13263
254	254
254	10052
254	10867
254	254
254	6364
254	254
254	14350
254	254
254	14350
254	254
254	8664
254	254
254	8664
254	254
254	12344
254	254
254	5616
254	254
254	13263
254	254
254	3320
254	5729
254	8217
254	254
254	8217
254	8710
254	254
254	5602
254	13263
254	254
254	5616
255	255
255	4144
255	5934
255	5953
255	255
255	7965
255	255
255	3408
255	3556
255	3627
255	3639
255	3652
255	3950
255	3965
255	4076
255	4261
255	4422
255	4450
255	5808
255	8020
255	8356
255	9176
255	10402
255	11270
256	256
256	3577
256	4280
256	8316
256	256
256	3577
256	4280
256	8316
257	257
257	4454
257	8731
257	257
257	15555
257	15561
257	257
257	3585
257	3859
257	3951
257	5566
257	6081
257	257
257	3585
257	5566
257	6081
257	257
257	3950
257	4454
257	8030
257	257
257	3585
257	5566
257	6081
257	257
257	6081
257	8246
257	11982
257	12014
257	12082
257	19
257	257
257	257
257	5263
257	6081
257	8246
257	12014
257	12082
257	14414
258	258
258	3889
258	4299
258	6022
259	125
259	259
259	319
259	2786
259	7168
259	259
259	290
259	13196
260	260
260	3272
261	261
261	5367
261	6451
261	6748
261	14596
262	262
262	4944
262	7392
263	263
263	263
263	4814
263	4981
264	264
264	942
264	7261
265	265
265	8847
265	265
265	2865
265	6295
266	266
267	104
267	191
267	267
267	3918
267	267
267	1633
267	4388
267	267
267	682
267	2609
267	267
267	1633
267	4388
268	268
268	2270
269	269
269	15208
269	269
269	15208
269	269
269	1028
269	2995
269	6212
269	9236
269	15208
269	269
269	15208
270	270
270	1684
270	5900
271	271
271	3567
271	10648
271	271
271	302
271	2151
271	5733
271	5797
271	7079
272	272
272	1095
272	2990
272	3105
272	4264
272	7882
272	8748
272	8850
273	273
273	4451
273	6637
273	6638
273	7542
273	12947
273	13520
273	14275
273	273
273	1567
273	4451
273	6637
273	6638
273	7542
273	7808
273	8501
273	13520
273	14275
274	274
274	3567
274	9060
274	274
274	3567
274	9060
275	275
275	7476
275	7989
275	275
275	7476
275	7989
276	276
276	2185
276	4229
276	6545
276	9122
277	277
277	355
277	1074
277	1842
277	2375
277	2440
277	2954
277	3482
277	4863
277	5408
277	7329
